placeID,placeName,placeType,latitude,longitude
4921,Timberwolf Crossfit,gym,44.93511789999999,-93.1155965
4922,RiverGarden Yoga Center,gym,44.9383281,-93.1114065
4923,Balance & Vitality Wellness,gym,44.9290451,-93.08158759999999
4924,ZUMBA ⭐⭐ ⭐,gym,44.9319356,-93.0805926
4925,Westside Boys and Girls club,gym,44.9224937,-93.0726566
4926,cherokee hill climb,gym,44.924646,-93.10900389999999
4927,Kilo Strength and Performance,gym,44.9426149,-93.0805534
4928,Playground,gym,44.91101520000001,-93.0940746
4929,AASF#1 Gym,gym,44.9390175,-93.0695509
4930,Northern Yoga Center,gym,44.94709630000001,-93.0894986
4931,Conquer Ninja Gyms - St.Paul,gym,44.9469259,-93.0955116
4932,D1 Training Saint Paul,gym,44.9469259,-93.0955116
4933,Saint Paul Fit Body Boot Camp,gym,44.9482591,-93.0901739
4940,Longevity Studio,gym,44.9467371,-93.1210917
4945,YWCA St. Paul,gym,44.9470863,-93.11562339999999
4951,Survival 2 Strength,gym,44.942024,-93.15571899999999
4953,Orangetheory Fitness,gym,44.9396514,-93.1360146
4963,Up Yoga St Paul,gym,44.94626969999999,-93.1178338
4964,Farrell's Extreme Bodyshaping - St Paul,gym,44.946732,-93.120272
4965,Grand Hill Athletic Club,gym,44.9402872,-93.12283359999999
4971,Rugged North Fitness,gym,44.9482958,-93.0901449
4992,Minnesota Daoguan,gym,44.949,-93.08337999999999
5007,St. Francis Bowling Center,gym,44.9278999,-93.1276489
5029,Great River Taoist Center Twin Cities,gym,44.9490201,-93.083323
5036,SIR BOXING CLUB,gym,44.9845873,-93.06570719999999
5037,Teach to Breathe Pilates,gym,44.9846535,-93.0656042
5038,Tweak My Workout Studio and Andrea Austin Fitness,gym,44.9596876,-93.0429613
5039,Midwest Karate Association Inc,gym,44.9601516,-93.0692109
5040,Top Spin Course,gym,44.9720387,-93.04776799999999
5041,Rice Street Old School Boxing Gym,gym,44.9680907,-93.0461699
5042,Ben's Chateau,gym,44.96894169999999,-93.03696529999999
5049,brunette boxing,gym,44.959938,-93.0297622
5050,Twin City Barbell Weightlifting Club,gym,44.9599134,-93.029519
5051,Anytime Fitness,gym,44.9506321,-93.0288704
5057,East Twins Baseball,gym,44.9930178,-93.0334738
5058,Fit IV Life,gym,44.9952123,-93.02392859999999
5059,Bodyshop Fitness + Wellness,gym,44.9512272,-93.040057
5081,Yoga in the Park,gym,44.9354188,-93.02843899999999
5082,Jump start,gym,44.943692,-92.9993564
5083,Gym,gym,44.907429,-93.04836
5104,Midtown Global Market,restaurant,44.948519,-93.260485
5105,Quang Restaurant,restaurant,44.9530649,-93.2776908
5106,Eat Street Social,restaurant,44.95566949999999,-93.27840739999999
5107,Icehouse,restaurant,44.9563206,-93.278071
5108,Common Roots Cafe,restaurant,44.955733,-93.288355
5109,French Meadow Cafe & Bluestem Bar,restaurant,44.95499,-93.288477
5110,Bryant Lake Bowl and Theater,restaurant,44.9485233,-93.2901423
5111,The Bad Waitress,restaurant,44.955727,-93.27766
5112,Pat's Tap,restaurant,44.9392258,-93.278176
5113,moto-i,restaurant,44.948685,-93.2883259
5114,Peninsula Malaysian Cuisine,restaurant,44.95512009999999,-93.2781906
5115,Pizza Lucé Uptown,restaurant,44.9445074,-93.28871509999999
5116,The Bulldog Uptown,restaurant,44.9559009,-93.2877445
5117,Rainbow Chinese Restaurant and Bar,restaurant,44.9525,-93.27749999999999
5118,Pho 79,restaurant,44.9562889,-93.2776083
5119,Black Forest Inn,restaurant,44.955354,-93.27759800000001
5120,Pancho Villa Mexican Restaurant,restaurant,44.9560271,-93.2775911
5121,Subway,restaurant,44.9630032,-93.2632776
5122,CC Club,restaurant,44.955388,-93.288444
5123,Christos Greek Restaurant,restaurant,44.9544006,-93.2780982
5124,Hell's Kitchen Inc.,restaurant,44.9746062,-93.27259810000001
5125,Seven Steakhouse Sushi & Rooftop,restaurant,44.9779868,-93.2752376
5126,Rock Bottom Restaurant & Brewery,restaurant,44.976444,-93.27664000000001
5127,Buca di Beppo Italian Restaurant,restaurant,44.9739483,-93.28003849999999
5128,Manny's Steakhouse,restaurant,44.9743953,-93.2720011
5129,Fogo de Chão Brazilian Steakhouse,restaurant,44.9781329,-93.2740848
5130,Zelo,restaurant,44.97503999999999,-93.2736207
5131,Pizza Luce,restaurant,44.9817859,-93.2736619
5132,112 Eatery,restaurant,44.9825481,-93.2717776
5133,The Oceanaire Seafood Room,restaurant,44.97814959999999,-93.2717243
5134,Smack Shack,restaurant,44.986801,-93.27640099999999
5135,Sticks Restaurant,restaurant,44.989828,-93.2750528
5136,Dakota,restaurant,44.973659,-93.275307
5137,Gluek's Restaurant & Bar,restaurant,44.9793575,-93.2741417
5138,The Capital Grille,restaurant,44.97692389999999,-93.27590900000001
5139,Nicollet Island Inn,restaurant,44.9858682,-93.2605275
5140,Ruth's Chris Steak House,restaurant,44.973085,-93.27223959999999
5141,The Pourhouse,restaurant,44.97953,-93.27182499999999
5142,The News Room,restaurant,44.9741923,-93.2747754
5143,CRAVE American Kitchen & Sushi Bar (LaSalle Plaza - Minneapolis),restaurant,44.976479,-93.276507
5144,Graduate Minneapolis,restaurant,44.9743662,-93.2296097
5147,Town Hall Brewery,restaurant,44.9733333,-93.2477778
5155,Alma,restaurant,44.983884,-93.248088
5156,Elsie's,restaurant,44.9951559,-93.2663426
5158,Republic,restaurant,44.9732689,-93.24694799999999
5160,Red Stag Supperclub,restaurant,44.99033740000001,-93.2535846
5164,50's Grill,restaurant,45.05556060000001,-93.3231718
5165,Subway,restaurant,45.058962,-93.32109600000001
5166,Caribou Coffee,restaurant,45.0436315,-93.33049419999999
5167,Athens Cafe,restaurant,45.0295727,-93.3361369
5168,Burger King,restaurant,45.05936560000001,-93.3218622
5169,Ocean Buffet,restaurant,45.0603182,-93.312973
5170,Starbucks,restaurant,45.055241,-93.323201
5171,Que Viet Village House,restaurant,45.0657108,-93.3253438
5172,Domino's Pizza,restaurant,45.05865190000001,-93.3156236
5173,Little Caesars Pizza,restaurant,45.05710999999999,-93.32185
5174,Burrito Cubano,restaurant,45.04119670000001,-93.2870709
5175,IHOP,restaurant,45.057479,-93.322221
5176,Camden Tavern and Grill,restaurant,45.03869230000001,-93.28774109999999
5177,Holiday Stationstores,restaurant,45.0586495,-93.32026189999999
5178,Subway,restaurant,45.0563963,-93.3173102
5179,Popeyes Louisiana Kitchen,restaurant,45.0535151,-93.32268210000001
5180,Wingstop,restaurant,45.05863240000001,-93.3159902
5181,Einstein Bros. Bagels,restaurant,45.0586029,-93.316344
5182,QDOBA Mexican Eats,restaurant,45.058601,-93.3178033
5183,Panda Express,restaurant,45.05862689999999,-93.31838739999999
5224,Sarna's Classic Grill,restaurant,45.04039760000001,-93.2624817
5229,FireBox Deli,restaurant,45.040657,-93.28738399999999
5230,Amos & Amos Barbeque Restaurant,restaurant,45.0411017,-93.2590821
5231,Miller's,restaurant,45.0411398,-93.2577845
5232,Davanni's Pizza & Hot Hoagies,restaurant,45.0636088,-93.3049671
5236,New King Buffet,restaurant,45.06330559999999,-93.30904629999999
5237,McDonald's,restaurant,45.0364065,-93.2883909
5240,Joy Luck Restaurant,restaurant,45.0317454,-93.2885413
5242,Dairy Queen Store,restaurant,45.04088039999999,-93.2871868
5243,City Afrique Restaurant,restaurant,45.0344096,-93.2878556
5245,Travail Kitchen and Amusements,restaurant,45.0302276,-93.338562
5246,Pig Ate My Pizza Kitchen + Brewery,restaurant,45.0303911,-93.3379049
5247,Subway,restaurant,45.0297999,-93.3365269
5250,Subway,restaurant,45.01303490000001,-93.3079432
5252,Nonna Rosa's Ristorante Italiano,restaurant,45.03123050000001,-93.33895799999999
5254,McDonald's,restaurant,45.03165000000001,-93.33835599999999
5257,The Lowry Cafe,restaurant,45.013085,-93.30871
5261,Papa Murphy's | Take 'N' Bake Pizza,restaurant,45.020041,-93.3449911
5263,Broadway Pizza (Eagles Nest Lounge),restaurant,45.0310019,-93.33598070000001
5267,Tony Jaros River Garden,restaurant,45.0132791,-93.2720607
5275,Burger King,restaurant,45.013314,-93.2814279
5276,Food Gallery Catering,restaurant,45.00976109999999,-93.28083459999999
5277,Tooties On Lowry,restaurant,45.01341,-93.3150368
5279,The Pickles Cafe & Catering/ Mama Donato's Woodfired Pizza,restaurant,45.035667,-93.307994
5280,Subway,restaurant,45.0318482,-93.2886819
5281,CAMDEN MART & GREAT AMERICAN PIZZA,restaurant,45.0314017,-93.2960554
5282,Restaurant,restaurant,45.0313741,-93.29600099999999
5283,Mykonos Coffee & Grill,restaurant,45.03138849999999,-93.2883445
5284,Jax Cafe,restaurant,45.008368,-93.263395
5285,Psycho Suzi's Motor Lounge,restaurant,45.0074954,-93.2723882
5289,Erté & The Peacock Lounge,restaurant,45.0010822,-93.26330440000001
5290,Gasthof Zur Gemutlichkeit,restaurant,45.011374,-93.263376
5292,Mayslack's,restaurant,45.0029368,-93.2617277
5293,Stanley's Northeast Bar Room,restaurant,45.0133333,-93.263275
5295,Kramarczuk Sausage Company,restaurant,44.9878093,-93.2572948
5296,Brasa Premium Rotisserie- Northeast Minneapolis,restaurant,44.9895113,-93.25122189999999
5297,The Sample Room,restaurant,45.009554,-93.27197699999999
5298,Holy Land,restaurant,45.0138074,-93.24700960000001
5299,Bar La Grassa,restaurant,44.98925550000001,-93.2787407
5300,Black Sheep Coal Fired Pizza,restaurant,44.9871978,-93.2758789
5301,Wilde Cafe & Spirits,restaurant,44.98557819999999,-93.25763289999999
5302,Sprout,restaurant,44.9847781,-93.2758826
5303,612Brew,restaurant,44.9990539,-93.24689889999999
5324,Northbound Smokehouse & Brewpub,restaurant,44.934238,-93.23244199999999
5325,Matt's Bar and Grill,restaurant,44.93941779999999,-93.247638
5326,Birchwood Cafe,restaurant,44.957235,-93.223421
5327,Chatterbox Pub,restaurant,44.9393827,-93.2391533
5328,Memory Lanes,restaurant,44.9562765,-93.2349878
5329,Sumo Grill & Buffet,restaurant,44.949045,-93.24004509999999
5330,Blue Door Pub Longfellow,restaurant,44.939803,-93.21302999999999
5331,Town Hall Lanes,restaurant,44.9118585,-93.2226897
5332,El Nuevo Rodeo,restaurant,44.948153,-93.2325795
5333,The Riverview Coffee Shop & Wine Bar,restaurant,44.9344014,-93.2125362
5334,Himalayan Restaurant,restaurant,44.9486239,-93.2294357
5335,Papa Murphy's | Take 'N' Bake Pizza,restaurant,44.9485185,-93.20636209999999
5336,Cecil's,restaurant,44.9219144,-93.1877248
5337,Groveland Tap,restaurant,44.93406929999999,-93.1778679
5338,Cardinal Restaurant and Bar,restaurant,44.9342243,-93.2299658
5339,Davanni's Pizza & Hot Hoagies,restaurant,44.93999059999999,-93.18751979999999
5340,Merlins Rest Pub,restaurant,44.94819870000001,-93.2202315
5341,Stewart's,restaurant,44.94535499999999,-93.187111
5342,Sea Salt,restaurant,44.9160837,-93.2107848
5343,Punch Pizza Highland Park,restaurant,44.920286,-93.18690099999999
5346,Victor's 1959 Cafe,restaurant,44.9342239,-93.2847127
5352,Turtle Bread Company,restaurant,44.9163017,-93.26304619999999
5353,George and the Dragon,restaurant,44.912183,-93.29032439999999
5354,Wise Acre Eatery,restaurant,44.9050032,-93.2776485
5358,Sun Street Breads,restaurant,44.9194402,-93.2782173
5359,The Lowbrow,restaurant,44.9254287,-93.2781287
5360,Ena,restaurant,44.91945649999999,-93.2842178
5362,Subway,restaurant,44.9380631,-93.247062
5363,Cafeteria La Loma,restaurant,44.9482325,-93.2526721
5367,Highland Grill,restaurant,44.9182514,-93.1876915
5369,Tiffany Sports Lounge,restaurant,44.91809859999999,-93.1868385
5372,Chipotle Mexican Grill,restaurant,44.91745239999999,-93.18851839999999
5375,Luci Ancora,restaurant,44.9267043,-93.1876423
5376,Menchie's Frozen Yogurt,restaurant,44.91876999999999,-93.18722
5378,Chicago's Taste Authority,restaurant,44.92668299999999,-93.22672
5379,Starbucks,restaurant,44.91742379999999,-93.1879302
5380,Fireroast Coffee and Wine,restaurant,44.9340943,-93.21936459999999
5381,Dominguez Restaurant,restaurant,44.9123403,-93.2236899
5382,Parkway Pizza,restaurant,44.9235154,-93.2164401
5383,Noodles and Company,restaurant,44.9171403,-93.1893638
5385,Pizza Lucé,restaurant,44.883456,-93.28992199999999
5387,Pizzeria Lola,restaurant,44.9018155,-93.31860999999999
5388,Broders' Pasta Bar,restaurant,44.912055,-93.309141
5389,5-8 Club,restaurant,44.8977282,-93.2478849
5390,Patrick's Bakery & Cafe,restaurant,44.89391149999999,-93.2893941
5391,Subway,restaurant,44.90599279999999,-93.28804509999999
5393,The Malt Shop,restaurant,44.9121801,-93.2901127
5394,Caribou Coffee,restaurant,44.88944490000001,-93.309229
5397,Subway,restaurant,44.88385019999999,-93.3081966
5398,Prima,restaurant,44.905917,-93.2880338
5399,Jimmy John's,restaurant,44.88410699999999,-93.28759339999999
5400,Lunds & Byerlys Richfield,restaurant,44.8892177,-93.3095151
5401,Starbucks,restaurant,44.905214,-93.28808099999999
5402,Vina Vietnamese Restaurant,restaurant,44.886898,-93.277683
5403,McDonald's,restaurant,44.8819916,-93.2868594
5412,Fat Lorenzos,restaurant,44.90083539999999,-93.2476934
5414,Hot Plate,restaurant,44.90861109999999,-93.2527778
5417,Caribou Coffee,restaurant,44.9165714,-93.24692800000001
5422,McDonald's,restaurant,44.92837319999999,-93.2240667
5423,Pizza Hut,restaurant,44.9159957,-93.26290569999999
5440,Fresh Wok,restaurant,44.9193078,-93.2785462
5441,C & G's Smoking Barbeque,restaurant,44.9164578,-93.27761869999999
5442,Rincón 38,restaurant,44.9339871,-93.2842172
5443,Butter Bakery Cafe,restaurant,44.935704,-93.278207
5448,Hazel's Northeast,restaurant,45.0203318,-93.23685809999999
5450,Caribou Coffee,restaurant,45.0056685,-93.2280522
5453,Grumpy's Bar,restaurant,45.01011200000001,-93.261797
5454,Chimborazo,restaurant,45.02026619999999,-93.2471194
5455,Create Catering & The Dining Studio,restaurant,44.99924909999999,-93.2491908
5456,Subway,restaurant,45.0133063,-93.2469914
5457,Sen Yai Sen Lek Thai,restaurant,45.0128811,-93.2475825
5458,Village Pub,restaurant,45.0171431,-93.21814959999999
5459,Adelita's | Mexican Restaurant,restaurant,45.0124483,-93.24698950000001
5461,Chipotle Mexican Grill,restaurant,45.03885810000001,-93.2197565
5462,Que Viet Village House,restaurant,45.00996799999999,-93.23708460000002
5463,Khao Hom Thai Restaurant Minneapolis,restaurant,45.0125824,-93.247091
5482,Caribou Coffee,restaurant,44.91946119999999,-93.2783729
5502,Normandy Kitchen,restaurant,44.9733333,-93.2675
5507,Surly Brewing Co.,restaurant,44.9729768,-93.20981830000001
5511,Punch Pizza Stadium Village,restaurant,44.97348030000001,-93.22674889999999
5512,Sally's Saloon,restaurant,44.973503,-93.228478
5514,Chick-fil-A,restaurant,44.97280860000001,-93.2354014
5515,Al's Breakfast,restaurant,44.9810593,-93.2356508
5518,Hard Times Cafe,restaurant,44.96958899999999,-93.24622699999999
5519,Bruegger's Bagels,restaurant,44.97352679999999,-93.22730899999999
5520,Chipotle Mexican Grill,restaurant,44.972994,-93.24697929999999
5521,Subway,restaurant,44.9671025,-93.2370151
5522,Hong Kong Noodle,restaurant,44.9738022,-93.2254267
5532,Subway,restaurant,44.9783179,-93.2613567
5545,Buca di Beppo Italian Restaurant,restaurant,44.8973354,-93.17679
5560,Jimmy John's,restaurant,44.91818229999999,-93.1846183
5562,Domino's Pizza,restaurant,44.91778419999999,-93.2158908
5563,Crystal Garden,restaurant,44.918143,-93.216251
5574,Gandhi Mahal Restaurant,restaurant,44.9625259,-93.22717109999999
5577,Tracy's Saloon & Eatery,restaurant,44.96260710000001,-93.24053529999999
5580,Acadia,restaurant,44.97023679999999,-93.2469862
5581,Pizza Luce,restaurant,44.9629454,-93.2405249
5600,Subway,restaurant,44.917581,-93.21566279999999
5602,BaGu Sushi & Thai,restaurant,44.916414,-93.2623059
5603,Lake Nokomis Community Center,restaurant,44.9115,-93.243102
5628,Subway,restaurant,44.9983051,-93.28678699999999
5630,Little Caesars Pizza,restaurant,44.99919999999999,-93.29115
5631,Popeyes Louisiana Kitchen,restaurant,44.9989497,-93.29748169999999
5632,Taco Bell,restaurant,44.99877819999999,-93.2852304
5634,Broadway Pizza,restaurant,44.99974539999999,-93.2778967
5636,Borough,restaurant,44.9889226,-93.2781953
5637,Dough Institute,restaurant,44.9991989,-93.2716102
5638,Olympic Cafe #2,restaurant,45.00336739999999,-93.30783919999999
5639,Jonah’s Cajun seafood,restaurant,44.9992612,-93.2845999
5640,Broadway Pub & Grille,restaurant,44.9993073,-93.2805283
5641,Holiday Stationstores,restaurant,44.9958536,-93.28108170000002
5642,Wendy's,restaurant,44.99875040000001,-93.2846627
5643,Pryes Brewing Company,restaurant,44.99355469999999,-93.2762307
5645,Edina Grill,restaurant,44.9117775,-93.3292511
5647,Red Cow 50th & France,restaurant,44.9126985,-93.3261084
5649,The Harriet Brasserie,restaurant,44.9246384,-93.3139114
5650,Convention Grill,restaurant,44.92180099999999,-93.32965399999999
5651,Salut Bar Americain,restaurant,44.9115511,-93.3292061
5652,Tilia,restaurant,44.9246358,-93.3141271
5653,Cave Vin,restaurant,44.90187889999999,-93.31848169999999
5654,Zumbro Cafe,restaurant,44.92454949999999,-93.3150708
5655,Raku,restaurant,44.912143,-93.3304708
5656,The Hilltop,restaurant,44.911028,-93.352153
5657,Subway,restaurant,44.912145,-93.3261789
5659,Lunds & Byerlys 50th Street Edina,restaurant,44.91164709999999,-93.3308058
5661,Arezzo Ristorante,restaurant,44.910863,-93.32871600000001
5663,Beaujo's Wine Bar & Bistro,restaurant,44.9127704,-93.32934859999999
5682,J.D. Hoyt's Supper Club,restaurant,44.9844648,-93.2728834
5683,The Monte Carlo,restaurant,44.9847374,-93.2717282
5703,Modern Times,restaurant,44.9446238,-93.2628515
5710,The Loop - Minneapolis,restaurant,44.9872972,-93.2761201
5716,Cuppa Java,restaurant,44.973487,-93.3084885
5718,Cuzzy's Grill & Bar,restaurant,44.9861979,-93.2751966
5719,Darby's Pub & Grill,restaurant,44.9848278,-93.27631
5721,Bryn Mawr Pizza & Deli,restaurant,44.9737316,-93.3086608
5723,D'Amico & Partners,restaurant,44.980039,-93.2886784
5778,Subway,restaurant,44.9485733,-93.24098959999999
5799,Café and Bar Lurcat,restaurant,44.9712694,-93.28621389999999
5802,The Lowry,restaurant,44.9615287,-93.2926604
5803,Sneaky Pete's,restaurant,44.9800663,-93.2729669
5805,Mill Valley Kitchen,restaurant,44.9406932,-93.32944189999999
5808,Punch Pizza Lake Street,restaurant,44.94936719999999,-93.3204621
5811,Lunds & Byerlys St. Louis Park,restaurant,44.93492370000001,-93.34721449999999
5814,yum! Kitchen and Bakery,restaurant,44.94861599999999,-93.33057
5815,Barbette,restaurant,44.948526,-93.30223149999999
5818,Stella's Fish Café & Prestige Oyster Bar,restaurant,44.9486544,-93.29727179999999
5820,Bunny's Bar & Grill,restaurant,44.9287622,-93.3551622
5822,Ben & Jerry’s,restaurant,44.9469242,-93.32235039999999
5860,Roat Osha,restaurant,44.94770310000001,-93.29714159999999
5863,The Pourhouse Uptown,restaurant,44.94914,-93.2966637
5871,Subway,restaurant,44.883889,-93.2489526
5873,Caribou Coffee,restaurant,44.8838654,-93.2498087
5879,China Garden Restaurant,restaurant,44.884484,-93.278559
5880,American Pie Pizza,restaurant,44.8841565,-93.2774215
5881,Popeyes Louisiana Kitchen,restaurant,44.8836687,-93.2827451
5909,Blue Door Pub St. Paul,restaurant,44.9467276,-93.17675299999999
5911,Caffe Biaggio,restaurant,44.9631881,-93.1968231
5920,Egg and I,restaurant,44.9660005,-93.20420659999999
5922,Fortune Wok,restaurant,44.95668440000001,-93.17632069999999
5943,Broders' Cucina Italiana,restaurant,44.912549,-93.309125
6003,Pair of Dice Pizza,restaurant,45.0093323,-93.3149923
6061,Gorkha Palace,restaurant,44.9892766,-93.2550617
6119,Darbar India Grill & Bar,restaurant,44.94818999999999,-93.295003
6122,Uptown Tavern & Rooftop,restaurant,44.9493637,-93.2974091
6123,Uptown Diner,restaurant,44.9557434,-93.2970544
6157,Wicked Wort Brewing Company,restaurant,45.0309176,-93.3392027
6158,Holiday Stationstores,restaurant,45.01999620000001,-93.34789289999999
6159,El Toro Mexican restaurant,restaurant,45.0296739,-93.33684350000001
6160,Robbinsdale Town Center,restaurant,45.0289302,-93.3353315
6163,Mai Thai Restaurant,restaurant,45.0251271,-93.3309215
6167,Shoyu,restaurant,44.8822667,-93.2119444
6180,Sassy Spoon,restaurant,44.9121495,-93.2227103
6181,Five Guys,restaurant,44.883969,-93.24833819999999
6182,ie - Italian Eatery,restaurant,44.9172049,-93.24776179999999
6183,Panda Express,restaurant,44.883877,-93.25058899999999
6259,NE Moose Bar & Grill,restaurant,44.9948258,-93.2529192
6261,The Anchor Fish & Chips,restaurant,45.0007658,-93.2643461
6316,Market to Go,restaurant,44.88361680000001,-93.2143741
6317,La Tapenade Mediterranean Café,restaurant,44.8834429,-93.214355
6319,McDonald's,restaurant,44.8849315,-93.2103731
6320,Ike's Food & Cocktails,restaurant,44.8846078,-93.2107869
6321,La Tapenade MSP,restaurant,44.88350260000001,-93.2141786
6322,Dunkin',restaurant,44.8836628,-93.21124309999999
6323,Vino Volo,restaurant,44.8835656,-93.207471
6334,Mesa Pizza Dinkytown,restaurant,44.98087599999999,-93.2361021
6336,Annie's Parlour,restaurant,44.98,-93.2365583
6337,Shuang Cheng,restaurant,44.9805708,-93.2363797
6338,Station 280,restaurant,44.9878148,-93.2065805
6341,Manning's Cafe,restaurant,44.9877495,-93.221344
6360,Maria's Cafe,restaurant,44.9625934,-93.25766480000001
6363,Midori's Floating World Cafe,restaurant,44.9626309,-93.2412162
6374,The Kenwood Restaurant,restaurant,44.96164679999999,-93.3079693
6380,Amore Uptown,restaurant,44.94821329999999,-93.3022561
6391,Rojo Mexican Grill,restaurant,44.9672667,-93.3479722
6394,Good Day Cafe,restaurant,44.9713106,-93.3481888
6395,Liquor Lyle's,restaurant,44.962066,-93.29165379999999
6399,Tao Organic Cafe + Herbery,restaurant,44.9608148,-93.29330329999999
6400,Namaste Cafe,restaurant,44.9568743,-93.2961
6401,Rinata Restaurant,restaurant,44.9575651,-93.29510789999999
6509,The Cheesecake Factory,restaurant,44.87971700000001,-93.32495639999999
6511,Panda Express,restaurant,44.88115759999999,-93.3251866
6513,Patrick's Bakery & Cafe,restaurant,44.8849936,-93.31738299999999
6527,Good Earth,restaurant,44.87690380000001,-93.3255429
6530,GALLERIA,restaurant,44.87668069999999,-93.3284242
6534,CRAVE American Kitchen & Sushi Bar (The Galleria - Edina),restaurant,44.8769935,-93.3268908
6536,Pittsburgh Blue Steakhouse,restaurant,44.8768347,-93.32367230000001
6537,The Original Pancake House,restaurant,44.8757972,-93.3256722
6538,P.F. Chang's,restaurant,44.87961459999999,-93.32478619999999
6540,McCormick & Schmick's Seafood & Steaks,restaurant,44.8776543,-93.32195569999999
6541,Caribou Coffee,restaurant,44.8810765,-93.32553879999999
6542,Big Bowl,restaurant,44.877519,-93.3277468
6671,Culver's,restaurant,45.04150849999999,-93.2189489
6676,Jimmy's Pro Billiards,restaurant,45.0421209,-93.24765959999999
6682,Caribou Coffee,restaurant,45.0392742,-93.22019329999999
6683,El Taco Riendo,restaurant,45.0126915,-93.2475766
6738,McDonald's,restaurant,44.99916289999999,-93.2637963
6759,Jasmine Thai,restaurant,45.036493,-93.247636
6760,Hooks Fish & Chicken,restaurant,45.0381042,-93.2477506
6762,The Chevy Grille,restaurant,45.0367452,-93.24679669999999
6781,Tasty Pizza - Hangar 45,restaurant,45.05044669999999,-93.2501068
6782,Dong Yang Oriental Food,restaurant,45.0502778,-93.25166670000002
6783,Pizza Man,restaurant,45.0421098,-93.2459324
6845,Colossal Cafe,restaurant,44.9826139,-93.19580280000001
6848,Finnish Bistro Coffee & Cafe,restaurant,44.98151599999999,-93.19507399999999
6850,STOUT'S PUB & GRILL,restaurant,44.99222049999999,-93.168254
6854,Turf Club,restaurant,44.9559821,-93.1679952
6856,Tea House Chinese Restaurant,restaurant,44.9738222,-93.22143059999999
6858,Caribou Coffee,restaurant,44.97412639999999,-93.22483679999999
6859,U Garden Restaurant And Event Center,restaurant,44.97217939999999,-93.2171936
6860,Chipotle Mexican Grill,restaurant,44.9734364,-93.2268814
6861,Mirror of Korea,restaurant,44.96394289999999,-93.1675357
6863,Foxy Falafel,restaurant,44.96520410000001,-93.19774029999999
6865,CHIANTI GRILL Italian Restaurant,restaurant,45.00290589999999,-93.16559409999999
6866,Gabe's By The Park,restaurant,44.971047,-93.14725299999999
6867,Subway,restaurant,45.0055441,-93.1653151
6868,Keys Cafe & Bakery,restaurant,44.992221,-93.1456593
6869,Perkins Restaurant & Bakery,restaurant,45.0066096,-93.1627737
6870,Caribou Coffee,restaurant,44.99270169999999,-93.1476206
6871,Original Malt Shop,restaurant,44.9927259,-93.1474997
6872,Old Chicago,restaurant,45.00509599999999,-93.16564
6874,House of Wong,restaurant,44.99275859999999,-93.1480826
6875,Kyoto Sushi,restaurant,45.00566,-93.16406479999999
6876,Black Sea,restaurant,44.9634616,-93.16727030000001
6877,"Dino''s Gyros: Falcon Heights, MN",restaurant,44.99259139999999,-93.1661031
6878,Papa Murphy's | Take 'N' Bake Pizza,restaurant,44.9946212,-93.1470248
6879,Maverick's Real Roast Beef,restaurant,44.99426439999999,-93.14548839999999
6880,Nelson Cheese & Deli,restaurant,44.9770869,-93.166282
6881,KFC,restaurant,45.0039617,-93.1674109
6882,Domino's Pizza,restaurant,44.9677868,-93.1523117
6883,Smashburger,restaurant,45.0027371,-93.16297879999999
6884,Tracks Bar & Grill,restaurant,44.9740923,-93.106231
6885,Little Szechuan Hot Pot,restaurant,44.95547819999999,-93.1173518
6886,Subway,restaurant,44.99130030000001,-93.0878599
6887,Caribou Coffee,restaurant,44.9929919,-93.1054911
6888,Keys Cafe & Bakery,restaurant,44.9511279,-93.0942067
6889,Mama's Pizza,restaurant,44.9703407,-93.1061325
6890,Peking Garden,restaurant,44.955485,-93.1165803
6891,Tin Cup's,restaurant,44.97808149999999,-93.10560269999999
6892,McDonald's,restaurant,44.9555124,-93.1099029
6893,COOK ST PAUL,restaurant,44.9751402,-93.0731852
6894,D&J Fish and Chicken,restaurant,44.9932094,-93.1047815
6895,John's Pizza Cafe,restaurant,44.96976799999999,-93.1259056
6896,McDonald's,restaurant,44.98770609999999,-93.1062085
6897,Black Sheep Coal Fired Pizza,restaurant,44.9512695,-93.09433849999999
6898,Subway,restaurant,44.9559805,-93.125334
6899,Yarusso Bros Italian Restaurant,restaurant,44.96086929999999,-93.0773488
6900,Bangkok Thai Deli,restaurant,44.956042,-93.11393699999999
6901,Subway,restaurant,44.96831289999999,-93.06650839999999
6902,Sawatdee Saint Paul,restaurant,44.9507102,-93.09375329999999
6903,Subway,restaurant,44.9698668,-93.1065419
6905,Pizza Luce,restaurant,44.946881,-93.1502369
6909,Shish,restaurant,44.9399697,-93.1706473
6911,On's Kitchen Thai Cuisine,restaurant,44.9559,-93.1684528
6912,Buffalo Wild Wings,restaurant,44.9437141,-93.1659047
6917,Caribou Coffee,restaurant,44.93947170000001,-93.1664239
6919,Pad Thai Restaurant,restaurant,44.9402347,-93.1712323
6920,Taco Bell,restaurant,44.9582028,-93.16740449999999
6922,Green Mill Restaurant & Bar,restaurant,44.9396193,-93.1570643
6923,Neighborhood Cafe,restaurant,44.9463889,-93.1663889
6924,Cafe Latte,restaurant,44.939763,-93.13620159999999
6925,The Nook,restaurant,44.92657029999999,-93.1566689
6929,Salut Bar Americain,restaurant,44.9403754,-93.1382588
6932,Everest on Grand,restaurant,44.93983900000001,-93.15407599999999
